INS-e5b70bab-3fac-4d50-d0bb-290eff6174d9,Capital One,http://www.capitalone.com/,9999
INS-6dfe0864-cf77-b9cb-c00f-bd25648e01ba,Chase Credit Card,https://www.chase.com/,0
INS-de110325-4add-95c9-4252-d59f54cb29a0,Discover Card,http://www.discovercard.com/,9999
INS-a157e11c-c3e4-73f9-cc87-ab370fc3c821,American Express Cards,http://www.americanexpress.com/,9999
INS-33a533a9-9ead-540c-d17d-bdc92c96be17,Wells Fargo Bank,http://www.wellsfargo.com/,9999
INS-886e57d6-5b0b-d411-dc2b-990e3ff41ec9,Citibank Credit Cards,http://www.citibank.com/us/cards/,9999
INS-91c939d0-fca4-6f2e-98ad-a25c0b4b30e1,Bank of America (All except WA & ID),http://www.bankofamerica.com/,9999
INS-b3055788-7117-4cd8-11aa-2682991488fe,Chase Bank,http://www.chase.com,9999
INS-74935891-da2c-ca6f-d2e3-0e8292cf119c,ING DIRECT - Bank,http://home.ingdirect.com/#,9999
INS-81128421-831b-e241-6ee6-b55f55b8492a,U.S. Bank,http://www.usbank.com/,9999
INS-42f9598d-66e5-842c-70b4-06aa42d7b6f9,Fidelity Investments,http://www.fidelity.com/,9999
INS-35072d00-4c6c-4477-db14-7007552c0daa,SunTrust Bank,http://www.suntrust.com/,9999
INS-23339a87-c66d-ccd8-7377-f68c4f654a85,Capital One Bank,http://www.capitalonebank.com,9999
INS-95742c86-dde6-9e2d-f271-00312a9ae2de,Fifth Third Bank,http://www.53.com/,9999
INS-518f88b1-1692-77a2-557d-c4af7a3cdd65,Bank of America (All except WA & ID) - Credit Card,http://www.bankofamerica.com/,0
INS-941a28dc-dad3-ada8-8821-3133d22a1540,Bank of America (WA & ID) - Credit Card,http://www.bankofamerica.com/,0
INS-14749325-970e-501a-b076-9a3fe3506538,Local Government Federal Credit Union,http://www.lgfcu.org/,0
INS-643b414d-81d2-1f92-72c3-9176c984ed23,Altra Federal Credit Union,https://www.altra.org,0
INS-9cf46422-df18-ba01-277d-12ed84990c7d,Johns Hopkins FCU,http://www.jhfcu.org,0
INS-aa85b505-2c89-b7aa-65ba-132f46b18898,Credit Union of Denver,http://www.cudenver.com/index.html,0
INS-39ea3f60-bff9-42db-bd6b-17407418ca23,Northrop Grumman Federal Credit Union,http://www.norgrumfcu.org/,0
INS-84836597-206b-fe19-2b2a-2149663df0f9,BrightStar CU,http://bscu.org,0
INS-b557ec67-48f8-1d3c-73c3-6031c58f1acc,Frankenmuth CU,http://www.frankenmuthcu.org/,0
INS-0a24ef7c-67f9-5636-409d-16e7277d7642,Beehive FCU,https://www.bhive.org/,0
INS-8636a9b1-4d8e-d2e6-2583-eee01f18307a,Day Air Credit Union,www.dayair.org,0
INS-76bcf82b-069e-7804-b420-5241af5e1a0d,Alpena-Alcona Area Credit Union,http://www.aaacu.com/,0
INS-046749b8-de08-f49c-2eca-fb51f0e80a8d,Bank of America (All except WA & ID) - Mortgage,http://www.bankofamerica.com,0
INS-8dcae88b-84df-4cca-4fd8-54f710f163fc,O Bee CU,https://www.obee.com/,0
INS-f5317318-bc2b-0511-c4b3-2fc344a8593c,Wells Fargo Bank - Mortgage,http://www.wellsfargo.com/mortgage/,0
INS-0f1b8f0d-9c59-784b-141b-ada336006660,My Community FCU,www.midlandcommunity.com,0
INS-ff14f4f6-61a3-e128-576f-f33290c64f14,Heartland CU,www.heartlandcu.org,0
INS-4f4fc592-5846-d768-f6f0-bde0641992eb,K-State FCU,http://www.ksucreditunion.com,0
INS-e0cbd843-5137-8abe-15cf-b32cc545de72,Mountain America Credit Union,https://www.macu.com/,0
INS-69320794-60fe-ac7f-a2de-1d4229ab6bfc,Wauna FCU,http://www.waunafcu.org/,0
INS-cbc84f1f-559d-fe0a-3bcb-def30b37fdce,Tomah Area CU,https://www.tacuonline.com/,0
INS-e8e7fa5a-3348-785c-fee7-26b1767e83ff,Members 1st CU,www.membersonline.org,0
INS-5ed4039d-2f21-30c4-472f-28c4b73f0f3e,Shamrock Federal CU,www.shamrockfcu.com,0
INS-fa149dd2-04e4-6494-f110-862d605ef83e,Texoma Community CU,www.texomacu.com,0
INS-8613cec5-6edc-2693-8c4b-4f6aff910c41,Vacationland FCU,https://www.vlfcu.org,0
INS-8f035343-b757-f6c1-03e8-ec0b3126ae4d,First Bank Texas,www.go2fbt.com,0
INS-78832fe9-3ed1-e7b3-4423-7f2f1e5972d7,Wells Fargo Credit Card,http://www.wellsfargo.com/,0
INS-dc3a5bc8-02f0-1be4-0370-7b0581eedeb4,Granite CU,www.granite.org,0
INS-514b4828-f6e4-497f-c86c-a5e888604d94,Community CU,http://www.communitycu.com/,0
INS-2e1fb5f8-aff1-ba99-f7ad-3f467fa02734,America First Credit Union,http://www.americafirst.com/,0
INS-61e8bcbf-6a42-9ebe-2ca6-e7e857eb0508,Orchard Bank - Credit Card,http://www.orchardbank.com/ccssa/OBCustomerCare?cmd_Redirect=HomePage,0
INS-500c7e67-4ebe-8166-2431-748cab18bbee,Best Advantage CU,www.bacu.com,0
INS-37444da9-14d1-e508-cf13-d620d61b757e,Chase Home Finance Center,http://mortgage02.chase.com/noframes/gateway.html,0
INS-84da321c-a433-fa81-0bde-595ad5f6335d,Superior Choice Credit Union,www.superiorchoice.com,0
INS-cac59edc-9149-9214-b69c-31c335a21bee,The First National Bank of Weatherford,https://www.fnbweatherford.com,0
INS-4db1e984-027e-6079-6d5d-a41fe60ab817,Fidelity Investments - NetBenefits,http://netbenefits.401k.com/,0
INS-c234a253-81ec-b21d-6da0-869c46a862d7,Oakdale CU,www.oakdalecu.coop,0
INS-626b1122-0c87-d975-d842-8521f4152d81,ARC FCU,www.arcfcu.org,0
INS-014fdd92-6d17-0b14-3d6e-6f5ff8668090,United San Antonio Community FCU,https://www.unitedsafcu.org,0
INS-508335d2-95f3-37d6-ea53-bce3ec92e251,Kohls Credit Card,http://www.kohls.com/main/home.jsp,0
INS-ebc3d341-5cb0-560a-c0df-03dcdb05f8a8,Mil-Way FCU,www.mil-wayfcu.org,0
INS-091500e1-7949-8d91-3ec3-743559aea38d,Firestone Community FCU,http://www.firestonecommunity.coop,0
INS-41fca684-5985-58ba-e003-d18f0fee3a42,Best Buy Credit Card,https://www.hrsaccount.com/hrs/ecare?cmd_Redirect=LoginJSP&amp;org=169,0
INS-fa528766-c32c-7b2d-ab58-49c444a79265,San Antonio Citizens Federal Credit Union,http://www.sacfcu.org/,0
INS-fea83d3b-8eb4-35e4-071e-b05ac7409d45,State Employees Credit Union (NC),http://www.ncsecu.org/,0
INS-e472a77a-5239-8531-ee4d-873ef3d8ccec,Wells Fargo Dealer Services - eServices,http://www.wellsfargodealerservices.com/,0
INS-6c00c191-0f05-d037-f5cb-2910cf29960c,Peninsula FCU,www.peninsulafcu.com,0
INS-92090de2-59f2-9246-863d-b70faed21b82,Torrance Community CU,http://www.torranceccu.org,0
INS-b8867de9-df93-a849-7e79-4a12526e4fa4,Gallup FCU,https://www.gallupfcu.com,0
INS-89db9a03-7855-a224-5f4f-d538f0b149e1,Macy's Credit Card,http://www.macys.com/service/credit/index.ognc,0
INS-3edc1260-b0a3-9ab9-f487-a47beae15f19,Vanguard ,http://www.vanguard.com/VGApp/hnw/CorporatePortal,0
INS-0001f792-d474-1218-2840-7210253be761,Great Lakes - Educational Loan,http://www.mygreatlakes.org/,0
INS-561ac58c-677c-80dc-7425-324cc92bf8e6,Zions Bank,http://www.zionsbank.com/,0
INS-14a76427-e504-117a-fc75-a14ee09c9f15,Building Trades FCU,http://www.mbtfcu.com,0
INS-f1119c4d-e827-604c-d91b-b5c2f2038b32,Campco FCU,www.campcofcu.com,0
INS-7e8a3fc5-7687-c63f-4925-07ca64bd6120,First Bank & Trust,www.firstbanktrust.com,0
INS-f2955499-d4c0-3996-0807-5e9340b3630a,Golden Triangle FCU,https://www.gtfcu.coop/,0
INS-1e44282a-faec-a215-5ccd-dde77368e4c5,Horizon Utah Federal Credit Union,https://www.myhorizoncu.com/Branches.html,0
INS-e36e3cd5-a5a5-8f6b-e0c3-a7644ea14d5a,First National Bank in Munday,https://www.fnbmunday.com,0
INS-db6d9abf-7446-6c98-c0d5-640b44a05d7b,Box Elder County FCU,www.boxeldercu.com,0
INS-8bae2cb0-1aa3-9730-2d1d-a87e356e2d19,Tri-County CU,http://www.tri-county.org/,0
INS-11276e98-b1e8-b22a-e0c6-37a5d9b20d0b,Union Pacific Streamliner FCU,https://www.upcu.org/,0
INS-fd8e9e16-40ce-ab8c-5cb8-189ae96455f9,Prudential Retirement Services,http://www.prudential.com/,0
INS-197da22b-9362-da01-4757-8be3524ac668,HSBC (formerly HouseHold Credit Cards),https://www.hsbccreditcard.com/,0
INS-e42e85a8-82c3-3b55-c2a2-dddee088c1c5,Barclaycard (US),https://www.barclaycardus.com,0
INS-ad302f23-3c54-a848-ebe9-42f416e21c5b,Target Credit Card,https://rcam.target.com/,0
INS-96415515-a99b-95bf-4c30-a1d0206d176c,USAA Credit Card,https://www.usaa.com/inet/ent_logon/Logon,0
INS-cf19ec3e-ad6a-47d0-4c0c-25d7f3377972,Lowe's Credit Card ,http://www.lowes.com/lkn?action=home,0
INS-f1b2f06c-a24d-8539-aa19-9377a850e13c,Utah Community CU,https://www.uccu.com/,0
INS-85f8c13a-43d8-55c1-8af9-6a13d5a08a60,Focus CU,http://focus-cu.com/,0
INS-b8ed10f3-1b95-60a0-81fc-a49e2db82cbd,Wells Fargo Home Mortgage - Online Bills,http://www.wellsfargo.com/mortgage/,0
INS-2f382be9-ea4f-84f7-fc10-cc7b09c8fccf,Air Guard FCU,http://www.airguardfcu.org/,0
INS-dc4690c2-22ba-caf9-c5b3-8bebd3ebceef,Ally Financial Services - Loan,http://www.ally.com/,0
INS-38433833-84ec-fe6f-cb27-f634156adefc,USAA Bank,https://www.usaa.com/,0
INS-3914fd28-e744-8d4b-045d-21c702b13256,Nelnet,http://www.nelnet.com/,0
INS-53ffac3f-8a1f-08c4-0b9b-b0d60b8d5c9f,Wal-Mart - Credit Card,http://www.walmart.com/credit,0
INS-749b9d43-1cc7-0ad8-7ff7-d3b6e98d951a,U.S. Bank Credit Cards,http://www.usbank.com/cgi/cfm/home.cfm,0
INS-68847a63-0f9e-0a4b-58bd-c30abaa2832f,Sears Credit Card,https://www.citibank.com/us/cards/srs/index.jsp,0
INS-09bbb31e-c8a5-946a-50e4-fc67823450f4,Cook Area CU,www.cookareacu.org,0
INS-12e191b8-b019-b7b7-3415-63cce758ee19,First National Bank Mid-Cities,http://www.fnbmidcities.com,0
INS-5266954b-c57e-f25f-4bc1-cb9903469555,Credit One Bank - Credit Card,http://www.creditonebank.com/,0
